file,kegg,acession,kingdom,phylum,class,order,family,genus
bhf_CP027234,bhf,CP027234,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
bhi_CP011060,bhi,CP011060,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia
bhk_CP020880,bhk,CP020880,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
bhl_CP002352,bhl,CP002352,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
bhm_CP007495,bhm,CP007495,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
bhn_HG965802,bhn,HG965802,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella
bho_CP007494,bho,CP007494,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
bhp_CP019914,bhp,CP019914,Bacteria,Spirochaetes,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira
bhr_CP000048,bhr,CP000048,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia
bhs_HG969191,bhs,HG969191,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella
bhu_CP017831,bhu,CP017831,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio
bhy_CP001357,bhy,CP001357,Bacteria,Spirochaetes,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira
bhz_CP012076,bhz,CP012076,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
bic_CP016428,bic,CP016428,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium
bid_CP001016,bid,CP001016,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckia
bif_CP006643,bif,CP006643,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
bih_CP034928,bih,CP034928,Bacteria,Candidatus Bipolaricaulota,,,,Candidatus Bipolaricaulis
bii_CP006018,bii,CP006018,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
bip_CP002874,bip,CP002874,Bacteria,Spirochaetes,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira
bit_CP011051,bit,CP011051,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
bja_NC_004463,bja,NC_004463,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium
bjp_CP010313,bjp,CP010313,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium
bjs_CP003492,bjs,CP003492,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
bju_AP012206,bju,AP012206,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium
bka_CP007456,bka,CP007456,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
bko_CP022983,bko,CP022983,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
bks_AP012327,bks,AP012327,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
bkw_CP020814,bkw,CP020814,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
bla_CP001213,bla,CP001213,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
blag_AP018907,blag,AP018907,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Blastochloris
blas_CP016460,blas,CP016460,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas
blat_CP013435,blat,CP013435,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
blau_CP030280,blau,CP030280,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
blb_CP002286,blb,CP002286,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
blc_CP001515,blc,CP001515,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
blck_CP029820,blck,CP029820,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium
bld_AE017333,bld,AE017333,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ble_CP003923,ble,CP003923,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
blep_CP012373,blep,CP012373,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Beggiatoa
blf_AP010890,blf,AP010890,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
blg_FP929034,blg,FP929034,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
blh_CP005965,blh,CP005965,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
bli_CP000002,bli,CP000002,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
blin_CP017150,blin,CP017150,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium
blj_CP000605,blj,CP000605,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
blk_CP002794,blk,CP002794,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
bll_CP002010,bll,CP002010,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
blm_AP010888,blm,AP010888,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
bln_CP001095,bln,CP001095,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
blo_NC_004307,blo,NC_004307,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
blon_AP010889,blon,AP010889,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
blp_AP012548,blp,AP012548,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium
blq_CP013118,blq,CP013118,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Salinivirgaceae,Salinivirga
blr_CP007806,blr,CP007806,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus
bls_CP003498,bls,CP003498,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
blt_CP001606,blt,CP001606,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
blu_CP005488,blu,CP005488,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium
blv_CP001892,blv,CP001892,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
blw_CP003497,blw,CP003497,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
blx_CP008885,blx,CP008885,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
bly_CP014869,bly,CP014869,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium
blz_CP006741,blz,CP006741,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
bma_NC_006348,bma,NC_006348,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bmab_CP009337,bmab,CP009337,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bmae_CP008711,bmae,CP008711,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bmaf_CP009148,bmaf,CP009148,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bmai_CP008732,bmai,CP008732,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bmal_CP008704,bmal,CP008704,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bmaq_CP008723,bmaq,CP008723,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bmay_CP015796,bmay,CP015796,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borreliella
bmaz_CP007802,bmaz,CP007802,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bmb_AE017223,bmb,AE017223,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella
bmc_CP000887,bmc,CP000887,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella
bmd_CP001982,bmd,CP001982,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
bme_AE008917,bme,AE008917,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella
bmec_CP013401,bmec,CP013401,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bmee_CP007760,bmee,CP007760,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella
bmeg_CP009920,bmeg,CP009920,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
bmel_CP007763,bmel,CP007763,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella
bmet_CP007739,bmet,CP007739,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
bmf_AM040264,bmf,AM040264,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella
bmg_CP001851,bmg,CP001851,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella
bmh_CP003017,bmh,CP003017,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
bmi_CP001488,bmi,CP001488,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella
bmiy_CP010308,bmiy,CP010308,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia
bmj_AP009385,bmj,AP009385,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bmk_CP008730,bmk,CP008730,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bml_CP000546,bml,CP000546,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bmm_CP003000,bmm,CP003000,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium
bmn_CP000548,bmn,CP000548,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bmo_CP006647,bmo,CP006647,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia
bmp_CP009679,bmp,CP009679,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
bmq_CP001983,bmq,CP001983,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
bmr_CP001578,bmr,CP001578,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella
bms_AE014291,bms,AE014291,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella
bmt_CP000911,bmt,CP000911,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella
bmu_CP000868,bmu,CP000868,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bmul_CP009832,bmul,CP009832,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bmur_CP017080,bmur,CP017080,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
bmv_CP000526,bmv,CP000526,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bmw_CP002931,bmw,CP002931,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella
bmx_FQ312005,bmx,FQ312005,Bacteria,Proteobacteria,Oligoflexia,Bacteriovoracales,Halobacteriovoraceae,Halobacteriovorax
bmyc_CP007626,bmyc,CP007626,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
bmyo_CP009692,bmyo,CP009692,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
bmz_CP002459,bmz,CP002459,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella
bnc_AP007209,bnc,AP007209,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
bne_CP015614,bne,CP015614,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
bni_CP002567,bni,CP002567,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
bnm_CP002915,bnm,CP002915,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
boa_CP012938,boa,CP012938,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
boc_CP009555,boc,CP009555,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
boh_CP012334,boh,CP012334,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
boi_CP017946,boi,CP017946,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea
bok_CP008726,bok,CP008726,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bol_HG803175,bol,HG803175,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella
bon_CP015506,bon,CP015506,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
bop_CP014301,bop,CP014301,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea
bos_CP016464,bos,CP016464,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea
bot_CP029425,bot,CP029425,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium
bov_CP000708,bov,CP000708,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella
boz_CP028901,boz,CP028901,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
bpa_BX470249,bpa,BX470249,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
bpak_CP007022,bpak,CP007022,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia
bpar_NC_018828,bpar,NC_018828,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
bpb_CP001810,bpb,CP001810,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio
bpc_CP002695,bpc,CP002695,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
bpd_CP000570,bpd,CP000570,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bpdz_CP016440,bpdz,CP016440,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
bpe_NC_002929,bpe,NC_002929,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
bper_HE965805,bper,HE965805,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
bpet_CP009751,bpet,CP009751,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
bpeu_CP010323,bpeu,CP010323,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
bpf_CP001878,bpf,CP001878,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
bph_CP001043,bph,CP001043,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia
bpi_CP001429,bpi,CP001429,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium
bpip_CP002873,bpip,CP002873,Bacteria,Spirochaetes,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira
bpj_CP003490,bpj,CP003490,Bacteria,Spirochaetes,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira
bpk_CP003976,bpk,CP003976,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bpl_CP000572,bpl,CP000572,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bpla_CP007212,bpla,CP007212,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bpm_CP000124,bpm,CP000124,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bpn_CP000016,bpn,CP000016,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Blochmannia
bpo_CP002025,bpo,CP002025,Bacteria,Spirochaetes,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira
bpp_CP002078,bpp,CP002078,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella
bpq_CP003781,bpq,CP003781,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bpr_CP001408,bpr,CP001408,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bprc_CP004348,bprc,CP004348,Bacteria,Proteobacteria,Betaproteobacteria,,,
bprl_FP929061,bprl,FP929061,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes
bprm_FP929060,bprm,FP929060,Bacteria,Firmicutes,Clostridia,Clostridiales,,
bprs_FP929062,bprs,FP929062,Bacteria,Firmicutes,Clostridia,Clostridiales,,
bps_NC_006350,bps,NC_006350,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bpsa_CP004377,bpsa,CP004377,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bpsc_AP012330,bpsc,AP012330,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
bpsd_CP004368,bpsd,CP004368,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bpse_CP006469,bpse,CP006469,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bpsh_CP008911,bpsh,CP008911,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bpsi_CP009238,bpsi,CP009238,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Basilea
bpsl_CP013378,bpsl,CP013378,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bpsm_CP004023,bpsm,CP004023,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bpso_CP009165,bpso,CP009165,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bpsp_CP007457,bpsp,CP007457,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
bpsu_CP004042,bpsu,CP004042,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bpt_AM902716,bpt,AM902716,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
bpu_CP000813,bpu,CP000813,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
bpum_CP007436,bpum,CP007436,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
bpus_CP011007,bpus,CP011007,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
bpv_CP007743,bpv,CP007743,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella
bpw_HE793032,bpw,HE793032,Bacteria,Spirochaetes,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira
bpx_CP003863,bpx,CP003863,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia
bpy_CP001052,bpy,CP001052,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia
bpyr_CP011503,bpyr,CP011503,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bpz_CP002833,bpz,CP002833,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bql_CP002634,bql,CP002634,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
bqr_CP003784,bqr,CP003784,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella
bqu_BX897700,bqu,BX897700,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella
bqy_CP003332,bqy,CP003332,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
bra_CU234118,bra,CU234118,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium
brad_LN901633,brad,LN901633,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium
brc_CP013949,brc,CP013949,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium
brd_CP012897,brd,CP012897,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
bre_CP000993,bre,CP000993,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia
brg_CP015511,brg,CP015511,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
brh_FR687359,brh,FR687359,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Mycetohabitans
brk_CP025113,brk,CP025113,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium
brl_CP019508,brl,CP019508,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
brm_CP001959,brm,CP001959,Bacteria,Spirochaetes,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira
brn_CP031841,brn,CP031841,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Cohaesibacteraceae,Breoghania
bro_LT859959,bro,LT859959,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium
brq_CP029426,brq,CP029426,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium
brs_AP012279,brs,AP012279,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium
bru_CP016979,bru,CP016979,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella
brv_CP022316,brv,CP022316,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium
brx_CP017297,brx,CP017297,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium
brz_CP023563,brz,CP023563,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium
bsa_CP002530,bsa,CP002530,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
bsaf_CP018197,bsaf,CP018197,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
bsan_CP022530,bsan,CP022530,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Bacterioplanes
bsau_CP031356,bsau,CP031356,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium
bsb_CP002102,bsb,CP002102,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
bsca_AP012331,bsca,AP012331,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
bsd_FO117623,bsd,FO117623,Bacteria,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Blastococcus
bse_CP001791,bse,CP001791,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,
bsed_CP030032,bsed,CP030032,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,Bradymonadaceae,Bradymonas
bsem_CP013398,bsem,CP013398,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
bsf_CP006961,bsf,CP006961,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella
bsg_CP009096,bsg,CP009096,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella
bsh_CP003329,bsh,CP003329,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
bsi_CP002997,bsi,CP002997,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella
bsj_CP011008,bsj,CP011008,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
bsk_CP003174,bsk,CP003174,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella
bsl_CP003695,bsl,CP003695,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
bsm_CP012024,bsm,CP012024,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
bsn_CP002468,bsn,CP002468,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
bso_AP011541,bso,AP011541,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
bsp_CP006881,bsp,CP006881,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
