file,kegg,acession,kingdom,phylum,class,order,family,genus
she_CP000446,she,CP000446,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
shew_CP023019,shew,CP023019,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
shf_CP022089,shf,CP022089,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
shg_CP002584,shg,CP002584,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium
shh_CP011116,shh,CP011116,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
shi_CP001684,shi,CP001684,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia
shj_CP017015,shj,CP017015,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma
shl_CP000931,shl,CP000931,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
shm_CP000444,shm,CP000444,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
shn_CP000469,shn,CP000469,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
sho_CP003720,sho,CP003720,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
shp_CP002457,shp,CP002457,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
shq_CP014768,shq,CP014768,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella
sht_CP009278,sht,CP009278,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium
shu_CP008747,shu,CP008747,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
shv_CP011366,shv,CP011366,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus
shw_CP000503,shw,CP000503,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
shy_CP003275,shy,CP003275,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
shyd_CP022745,shyd,CP022745,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium
shz_CP015736,shz,CP015736,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella
sia_CP001400,sia,CP001400,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus
sib_CP003857,sib,CP003857,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
sic_CP003928,sic,CP003928,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus
sid_CP001402,sid,CP001402,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus
sie_AP010969,sie,AP010969,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
sif_CP003295,sif,CP003295,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
sig_CP006805,sig,CP006805,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
sih_CP002426,sih,CP002426,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus
sii_CP001731,sii,CP001731,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus
sij_AP012334,sij,AP012334,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Scardovia
sik_CP005941,sik,CP005941,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
sil_CP000031,sil,CP000031,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria
sim_CP001401,sim,CP001401,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus
simp_CP027669,simp,CP027669,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira
sin_CP001404,sin,CP001404,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus
sinb_CP013070,sinb,CP013070,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium
sino_CP023063,sino,CP023063,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium
sio_CP007587,sio,CP007587,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
sip_CP006776,sip,CP006776,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
siq_CP007586,siq,CP007586,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
sir_CP002425,sir,CP002425,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus
sis_CP001399,sis,CP001399,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus
sit_CP000377,sit,CP000377,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria
siu_CP003858,siu,CP003858,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
siv_AP012157,siv,AP012157,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus
six_CP016450,six,CP016450,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium
siy_CP001403,siy,CP001403,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus
siz_CP010783,siz,CP010783,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
sja_CP020472,sja,CP020472,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
sje_CP011361,sje,CP011361,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salimicrobium
sjj_CP000919,sjj,CP000919,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
sjp_AP010803,sjp,AP010803,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium
ske_CP001819,ske,CP001819,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Sanguibacteraceae,Sanguibacter
skl_CP027846,skl,CP027846,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
skn_CP010899,skn,CP010899,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma
skr_CP018820,skr,CP018820,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
sku_CP002355,sku,CP002355,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfuricurvum
slau_AP017424,slau,AP017424,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
slc_CP017157,slc,CP017157,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
sld_CP007699,sld,CP007699,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
sle_LN831790,sle,LN831790,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
slg_CP001837,slg,CP001837,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
slh_CP011308,slh,CP011308,Bacteria,Proteobacteria,Epsilonproteobacteria,,,Sulfurovum
sli_CP001769,sli,CP001769,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma
slim_AP014879,slim,AP014879,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfuricaulis
sll_CP012357,sll,CP012357,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma
slm_CP017483,slm,CP017483,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
sln_FR870271,sln,FR870271,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
slo_CP000606,slo,CP000606,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
slp_CP002048,slp,CP002048,Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophothermus
slq_CP006252,slq,CP006252,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
slr_CP006939,slr,CP006939,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Salinispira
sls_CP016438,sls,CP016438,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
slt_CP001965,slt,CP001965,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Sideroxydans
slu_CP003025,slu,CP003025,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
slv_CP009124,slv,CP009124,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
slw_CP018092,slw,CP018092,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
slx_CP024985,slx,CP024985,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
slz_CP020773,slz,CP020773,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
sma_BA000030,sma,BA000030,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
smac_HG326223,smac,HG326223,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
smaf_CP003942,smaf,CP003942,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
smag_CP012700,smag,CP012700,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis
smal_CP023992,smal,CP023992,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
smar_AP013063,smar,AP013063,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
smav_CP022272,smav,CP022272,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
smaz_CP009429,smaz,CP009429,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis
smb_NC_013853,smb,NC_013853,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
smc_AP010655,smc,AP010655,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
smd_NC_009636,smd,NC_009636,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium
sme_NC_003047,sme,NC_003047,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium
smeg_CP003933,smeg,CP003933,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium
smel_CP004140,smel,CP004140,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium
smer_CP009144,smer,CP009144,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium
smf_CP001779,smf,CP001779,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Streptobacillus
smg_CP000770,smg,CP000770,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,,Candidatus Sulcia
smh_CP001981,smh,CP001981,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,,Candidatus Sulcia
smi_HE995405,smi,HE995405,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium
smia_CP006720,smia,CP006720,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma
smic_AP018711,smic,AP018711,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingosinicella
smir_CP002082,smir,CP002082,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma
smiz_LT906468,smiz,LT906468,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium
smj_AP012336,smj,AP012336,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
smk_CP002781,smk,CP002781,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium
sml_AM743169,sml,AM743169,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
smn_HE613569,smn,HE613569,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
smon_CP014263,smon,CP014263,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma
smq_CP002740,smq,CP002740,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium
smr_CP000575,smr,CP000575,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Staphylothermus
sms_CP001605,sms,CP001605,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,,Candidatus Sulcia
smt_CP001111,smt,CP001111,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
smu_NC_004350,smu,NC_004350,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
smua_CP007016,smua,CP007016,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
smub_CP008986,smub,CP008986,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,,Candidatus Sulcia
smue_CP007234,smue,CP007234,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,,Candidatus Sulcia
smul_CP007201,smul,CP007201,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum
smum_CP010105,smum,CP010105,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,,Candidatus Sulcia
smup_AP013293,smup,AP013293,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,,Candidatus Sulcia
smur_CP019448,smur,CP019448,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Simonsiella
smut_CP003686,smut,CP003686,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
smv_CP006060,smv,CP006060,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,,Candidatus Sulcia
smw_CP003959,smw,CP003959,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
smx_CP001830,smx,CP001830,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium
smy_CP017578,smy,CP017578,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
smz_HE798556,smz,HE798556,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
sna_CP001778,sna,CP001778,Bacteria,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Stackebrandtia
snb_CP002176,snb,CP002176,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
snc_CP001993,snc,CP001993,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
snd_CP003357,snd,CP003357,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
sne_FM211187,sne,FM211187,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
sng_FR872582,sng,FR872582,Bacteria,Chlamydiae,Chlamydiia,Parachlamydiales,Simkaniaceae,Simkania
sni_FQ312030,sni,FQ312030,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
snj_CP015521,snj,CP015521,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
snl_CP017460,snl,CP017460,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
snm_CP000918,snm,CP000918,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
sno_CP002026,sno,CP002026,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Starkeya
snp_CP002121,snp,CP002121,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
snr_CP011533,snr,CP011533,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
sns_CP011280,sns,CP011280,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia
snt_CP000921,snt,CP000921,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
snu_HE983624,snu,HE983624,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
snv_FQ312029,snv,FQ312029,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
snw_CP018047,snw,CP018047,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
snx_FQ312027,snx,FQ312027,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
sob_CP024123,sob,CP024123,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus
sod_CP006569,sod,CP006569,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Sodalis
soi_CP004409,soi,CP004409,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
sok_CP031704,sok,CP031704,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Sinobacteraceae,Solimonas
sol_CP001800,sol,CP001800,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Saccharolobus
son_NC_004347,son,NC_004347,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
sor_FR720602,sor,FR720602,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
sox_CP007496,sox,CP007496,Bacteria,Candidatus Saccharibacteria,,,,
soz_CP000829,soz,CP000829,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
spa_CP000003,spa,CP000003,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
span_CP014168,span,CP014168,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
spas_CP004014,spas,CP004014,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
spat_CP014699,spat,CP014699,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
spav_CP015866,spav,CP015866,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
spb_CP000056,spb,CP000056,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
spc_CP000681,spc,CP000681,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
spd_CP000410,spd,CP000410,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
spe_CP000826,spe,CP000826,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
spet_CP022096,spet,CP022096,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
spf_AM295007,spf,AM295007,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
spg_AE014074,spg,AE014074,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
sph_CP000260,sph,CP000260,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
spha_CP032829,spha,CP032829,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
sphb_CP015986,sphb,CP015986,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium
sphc_CP024923,sphc,CP024923,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
sphd_CP021181,sphd,CP021181,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
sphf_CP029985,sphf,CP029985,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
sphg_CP014545,sphg,CP014545,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
sphi_CP010836,sphi,CP010836,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
sphj_CP018221,sphj,CP018221,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
sphk_CP009122,sphk,CP009122,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis
sphl_CP018154,sphl,CP018154,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis
sphm_CP004036,sphm,CP004036,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
sphn_CP019158,sphn,CP019158,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium
spho_CP026381,spho,CP026381,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis
sphp_CP009452,sphp,CP009452,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis
sphq_CP019449,sphq,CP019449,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis
sphr_CP016456,sphr,CP016456,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium
sphs_CP035501,sphs,CP035501,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingosinicella
spht_CP005083,spht,CP005083,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium
sphu_LT598653,sphu,LT598653,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis
sphy_CP022548,sphy,CP022548,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
spi_CP000262,spi,CP000262,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
spir_CP025096,spir,CP025096,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma
spiu_CP005990,spiu,CP005990,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Spiribacter
spj_CP000261,spj,CP000261,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
spk_CP000259,spk,CP000259,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
spkc_CP016306,spkc,CP016306,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
spl_CP000851,spl,CP000851,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
splk_CP013916,splk,CP013916,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
splm_CP019511,splm,CP019511,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
splu_CP021080,splu,CP021080,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
sply_CP015613,sply,CP015613,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
spm_AE009949,spm,AE009949,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
spmi_CP005188,spmi,CP005188,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium
spn_AE005672,spn,AE005672,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
spne_FQ312045,spne,FQ312045,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
spng_CP001845,spng,CP001845,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
spnm_FQ312041,spnm,FQ312041,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
spnn_CP006844,spnn,CP006844,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
spno_FQ312044,spno,FQ312044,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
spnu_FQ312043,spnu,FQ312043,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
spoa_CP035282,spoa,CP035282,Bacteria,Firmicutes,Tissierellia,Tissierellales,,Sporanaerobacter
spoi_CP011477,spoi,CP011477,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Spongiibacter
spon_CP030104,spon,CP030104,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flagellimonas
spop_CP015349,spop,CP015349,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina
spor_CP015027,spor,CP015027,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina
spos_CP031230,spos,CP031230,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina
spp_CP000920,spp,CP000920,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
spq_CP000886,spq,CP000886,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
spr_NC_003098,spr,NC_003098,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
spri_CP011340,spri,CP011340,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
sps_BA000034,sps,BA000034,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
spse_CP022415,spse,CP022415,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter
spsw_CP014782,spsw,CP014782,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
